fips,state_alpha,county_name,asd_code,asd_desc,year,practice,yield_bu_acre
31007,NE,Banner,10,NORTHWEST,2005,all,125.0
31007,NE,Banner,10,NORTHWEST,2005,irrigated,165.0
31007,NE,Banner,10,NORTHWEST,2005,non_irrigated,80.0
31007,NE,Banner,10,NORTHWEST,2006,all,97.5
31007,NE,Banner,10,NORTHWEST,2006,irrigated,140.0
31007,NE,Banner,10,NORTHWEST,2006,non_irrigated,37.0
31007,NE,Banner,10,NORTHWEST,2007,all,126.7
31007,NE,Banner,10,NORTHWEST,2007,irrigated,161.0
31007,NE,Banner,10,NORTHWEST,2007,non_irrigated,55.0
31007,NE,Banner,10,NORTHWEST,2008,all,104.0
31007,NE,Banner,10,NORTHWEST,2008,irrigated,136.0
31007,NE,Banner,10,NORTHWEST,2008,non_irrigated,55.0
31007,NE,Banner,10,NORTHWEST,2010,all,100.0
31007,NE,Banner,10,NORTHWEST,2010,irrigated,143.1
31007,NE,Banner,10,NORTHWEST,2010,non_irrigated,59.3
31007,NE,Banner,10,NORTHWEST,2011,all,88.4
31007,NE,Banner,10,NORTHWEST,2012,all,75.1
31007,NE,Banner,10,NORTHWEST,2012,irrigated,143.0
31007,NE,Banner,10,NORTHWEST,2012,non_irrigated,14.1
31007,NE,Banner,10,NORTHWEST,2014,all,90.3
31007,NE,Banner,10,NORTHWEST,2014,irrigated,144.7
31007,NE,Banner,10,NORTHWEST,2014,non_irrigated,60.9
31007,NE,Banner,10,NORTHWEST,2016,all,81.9
31009,NE,Blaine,20,NORTH,2000,all,129.2
31009,NE,Blaine,20,NORTH,2000,irrigated,140.0
31009,NE,Blaine,20,NORTH,2000,non_irrigated,32.0
31009,NE,Blaine,20,NORTH,2001,all,148.6
31009,NE,Blaine,20,NORTH,2001,irrigated,152.0
31009,NE,Blaine,20,NORTH,2002,all,120.0
31009,NE,Blaine,20,NORTH,2002,irrigated,120.0
31009,NE,Blaine,20,NORTH,2003,all,132.7
31009,NE,Blaine,20,NORTH,2003,irrigated,143.0
31009,NE,Blaine,20,NORTH,2004,all,173.0
31009,NE,Blaine,20,NORTH,2004,irrigated,173.0
31009,NE,Blaine,20,NORTH,2005,all,145.0
31009,NE,Blaine,20,NORTH,2005,irrigated,145.0
31009,NE,Blaine,20,NORTH,2006,all,145.0
31009,NE,Blaine,20,NORTH,2006,irrigated,145.0
31009,NE,Blaine,20,NORTH,2007,all,143.0
31009,NE,Blaine,20,NORTH,2007,irrigated,143.0
31009,NE,Blaine,20,NORTH,2007,non_irrigated,0.0
31009,NE,Blaine,20,NORTH,2014,all,154.3
31009,NE,Blaine,20,NORTH,2015,all,167.2
31009,NE,Blaine,20,NORTH,2016,all,153.8
31011,NE,Boone,30,NORTHEAST,2000,all,119.3
31011,NE,Boone,30,NORTHEAST,2000,irrigated,148.0
31011,NE,Boone,30,NORTHEAST,2000,non_irrigated,60.0
31011,NE,Boone,30,NORTHEAST,2001,all,152.2
31011,NE,Boone,30,NORTHEAST,2001,irrigated,175.0
31011,NE,Boone,30,NORTHEAST,2001,non_irrigated,109.0
31011,NE,Boone,30,NORTHEAST,2002,all,136.9
31011,NE,Boone,30,NORTHEAST,2002,irrigated,173.0
31011,NE,Boone,30,NORTHEAST,2002,non_irrigated,62.0
31011,NE,Boone,30,NORTHEAST,2003,all,150.7
31011,NE,Boone,30,NORTHEAST,2003,irrigated,182.0
31011,NE,Boone,30,NORTHEAST,2003,non_irrigated,82.0
31011,NE,Boone,30,NORTHEAST,2004,all,159.2
31011,NE,Boone,30,NORTHEAST,2004,irrigated,179.0
31011,NE,Boone,30,NORTHEAST,2004,non_irrigated,115.0
31011,NE,Boone,30,NORTHEAST,2005,all,162.5
31011,NE,Boone,30,NORTHEAST,2005,irrigated,186.0
31011,NE,Boone,30,NORTHEAST,2005,non_irrigated,110.0
31011,NE,Boone,30,NORTHEAST,2006,all,155.0
31011,NE,Boone,30,NORTHEAST,2006,irrigated,181.0
31011,NE,Boone,30,NORTHEAST,2006,non_irrigated,93.0
31011,NE,Boone,30,NORTHEAST,2007,all,159.7
31011,NE,Boone,30,NORTHEAST,2007,irrigated,172.0
31011,NE,Boone,30,NORTHEAST,2007,non_irrigated,129.0
31011,NE,Boone,30,NORTHEAST,2008,all,170.0
31011,NE,Boone,30,NORTHEAST,2008,irrigated,185.0
31011,NE,Boone,30,NORTHEAST,2008,non_irrigated,137.0
31011,NE,Boone,30,NORTHEAST,2009,all,186.5
31011,NE,Boone,30,NORTHEAST,2009,irrigated,202.1
31011,NE,Boone,30,NORTHEAST,2009,non_irrigated,150.8
31011,NE,Boone,30,NORTHEAST,2010,all,170.9
31011,NE,Boone,30,NORTHEAST,2010,irrigated,185.1
31011,NE,Boone,30,NORTHEAST,2010,non_irrigated,140.0
31011,NE,Boone,30,NORTHEAST,2011,all,157.4
31011,NE,Boone,30,NORTHEAST,2011,irrigated,167.8
31011,NE,Boone,30,NORTHEAST,2011,non_irrigated,133.6
31011,NE,Boone,30,NORTHEAST,2012,all,141.8
31011,NE,Boone,30,NORTHEAST,2012,irrigated,173.8
31011,NE,Boone,30,NORTHEAST,2012,non_irrigated,32.4
31011,NE,Boone,30,NORTHEAST,2013,all,181.5
31011,NE,Boone,30,NORTHEAST,2013,irrigated,200.0
31011,NE,Boone,30,NORTHEAST,2013,non_irrigated,138.3
31011,NE,Boone,30,NORTHEAST,2014,all,193.6
31011,NE,Boone,30,NORTHEAST,2014,irrigated,204.0
31011,NE,Boone,30,NORTHEAST,2014,non_irrigated,170.0
31011,NE,Boone,30,NORTHEAST,2015,all,190.6
31011,NE,Boone,30,NORTHEAST,2015,irrigated,204.7
31011,NE,Boone,30,NORTHEAST,2015,non_irrigated,158.2
31011,NE,Boone,30,NORTHEAST,2016,all,199.6
31011,NE,Boone,30,NORTHEAST,2016,irrigated,212.1
31011,NE,Boone,30,NORTHEAST,2016,non_irrigated,171.7
31011,NE,Boone,30,NORTHEAST,2017,all,189.3
31011,NE,Boone,30,NORTHEAST,2017,irrigated,202.9
31011,NE,Boone,30,NORTHEAST,2017,non_irrigated,156.8
31011,NE,Boone,30,NORTHEAST,2018,all,196.0
31011,NE,Boone,30,NORTHEAST,2018,irrigated,204.8
31011,NE,Boone,30,NORTHEAST,2018,non_irrigated,175.1
31011,NE,Boone,30,NORTHEAST,2019,all,205.8
31011,NE,Boone,30,NORTHEAST,2020,all,203.2
31011,NE,Boone,30,NORTHEAST,2022,all,182.8
31013,NE,Box Butte,10,NORTHWEST,2000,all,135.9
31013,NE,Box Butte,10,NORTHWEST,2000,irrigated,154.0
31013,NE,Box Butte,10,NORTHWEST,2000,non_irrigated,41.0
31013,NE,Box Butte,10,NORTHWEST,2001,all,136.4
31013,NE,Box Butte,10,NORTHWEST,2001,irrigated,152.0
31013,NE,Box Butte,10,NORTHWEST,2001,non_irrigated,48.0
31013,NE,Box Butte,10,NORTHWEST,2002,all,145.5
31013,NE,Box Butte,10,NORTHWEST,2002,irrigated,147.0
31013,NE,Box Butte,10,NORTHWEST,2002,non_irrigated,17.0
31013,NE,Box Butte,10,NORTHWEST,2003,all,156.8
31013,NE,Box Butte,10,NORTHWEST,2003,irrigated,168.0
31013,NE,Box Butte,10,NORTHWEST,2003,non_irrigated,38.0
31013,NE,Box Butte,10,NORTHWEST,2004,all,146.6
31013,NE,Box Butte,10,NORTHWEST,2004,irrigated,151.0
31013,NE,Box Butte,10,NORTHWEST,2004,non_irrigated,39.0
31013,NE,Box Butte,10,NORTHWEST,2005,all,171.1
31013,NE,Box Butte,10,NORTHWEST,2005,irrigated,177.0
31013,NE,Box Butte,10,NORTHWEST,2005,non_irrigated,62.0
31013,NE,Box Butte,10,NORTHWEST,2006,all,162.6
31013,NE,Box Butte,10,NORTHWEST,2006,irrigated,173.0
31013,NE,Box Butte,10,NORTHWEST,2006,non_irrigated,38.0
31013,NE,Box Butte,10,NORTHWEST,2007,all,158.7
31013,NE,Box Butte,10,NORTHWEST,2007,irrigated,169.0
31013,NE,Box Butte,10,NORTHWEST,2007,non_irrigated,30.0
31013,NE,Box Butte,10,NORTHWEST,2008,all,140.0
31013,NE,Box Butte,10,NORTHWEST,2008,irrigated,147.0
31013,NE,Box Butte,10,NORTHWEST,2008,non_irrigated,42.0
31013,NE,Box Butte,10,NORTHWEST,2009,all,153.3
31013,NE,Box Butte,10,NORTHWEST,2009,irrigated,158.9
31013,NE,Box Butte,10,NORTHWEST,2009,non_irrigated,69.4
31013,NE,Box Butte,10,NORTHWEST,2010,all,152.0
31013,NE,Box Butte,10,NORTHWEST,2010,irrigated,162.2
31013,NE,Box Butte,10,NORTHWEST,2010,non_irrigated,65.2
31013,NE,Box Butte,10,NORTHWEST,2011,all,151.0
31013,NE,Box Butte,10,NORTHWEST,2011,irrigated,163.9
31013,NE,Box Butte,10,NORTHWEST,2011,non_irrigated,65.9
31013,NE,Box Butte,10,NORTHWEST,2012,all,141.7
31013,NE,Box Butte,10,NORTHWEST,2012,irrigated,153.8
31013,NE,Box Butte,10,NORTHWEST,2012,non_irrigated,20.9
31013,NE,Box Butte,10,NORTHWEST,2013,all,147.0
31013,NE,Box Butte,10,NORTHWEST,2013,irrigated,165.4
31013,NE,Box Butte,10,NORTHWEST,2013,non_irrigated,35.5
31013,NE,Box Butte,10,NORTHWEST,2014,all,160.0
31013,NE,Box Butte,10,NORTHWEST,2014,irrigated,180.6
31013,NE,Box Butte,10,NORTHWEST,2014,non_irrigated,76.9
31013,NE,Box Butte,10,NORTHWEST,2015,all,147.3
31013,NE,Box Butte,10,NORTHWEST,2015,irrigated,164.1
31013,NE,Box Butte,10,NORTHWEST,2015,non_irrigated,55.6
31013,NE,Box Butte,10,NORTHWEST,2016,all,163.4
31013,NE,Box Butte,10,NORTHWEST,2017,all,137.8
31013,NE,Box Butte,10,NORTHWEST,2017,irrigated,171.2
31013,NE,Box Butte,10,NORTHWEST,2017,non_irrigated,63.5
31013,NE,Box Butte,10,NORTHWEST,2018,all,168.3
31013,NE,Box Butte,10,NORTHWEST,2019,all,150.4
31013,NE,Box Butte,10,NORTHWEST,2020,all,138.6
31013,NE,Box Butte,10,NORTHWEST,2021,all,144.8
31013,NE,Box Butte,10,NORTHWEST,2022,all,159.6
31013,NE,Box Butte,10,NORTHWEST,2023,all,160.3
31013,NE,Box Butte,10,NORTHWEST,2024,all,164.5
31013,NE,Box Butte,10,NORTHWEST,2025,all,133.7
31015,NE,Boyd,20,NORTH,2000,all,53.7
31015,NE,Boyd,20,NORTH,2000,irrigated,160.0
31015,NE,Boyd,20,NORTH,2000,non_irrigated,42.0
31015,NE,Boyd,20,NORTH,2001,all,98.7
31015,NE,Boyd,20,NORTH,2001,irrigated,161.0
31015,NE,Boyd,20,NORTH,2001,non_irrigated,92.0
31015,NE,Boyd,20,NORTH,2002,all,67.6
31015,NE,Boyd,20,NORTH,2002,irrigated,167.0
31015,NE,Boyd,20,NORTH,2002,non_irrigated,21.0
31015,NE,Boyd,20,NORTH,2003,all,58.3
31015,NE,Boyd,20,NORTH,2003,irrigated,185.0
31015,NE,Boyd,20,NORTH,2003,non_irrigated,36.0
31015,NE,Boyd,20,NORTH,2004,all,79.2
31015,NE,Boyd,20,NORTH,2004,irrigated,182.0
31015,NE,Boyd,20,NORTH,2004,non_irrigated,35.0
31015,NE,Boyd,20,NORTH,2005,all,59.6
31015,NE,Boyd,20,NORTH,2005,irrigated,180.0
31015,NE,Boyd,20,NORTH,2005,non_irrigated,46.0
31015,NE,Boyd,20,NORTH,2006,all,67.0
31015,NE,Boyd,20,NORTH,2006,irrigated,190.0
31015,NE,Boyd,20,NORTH,2006,non_irrigated,46.0
31015,NE,Boyd,20,NORTH,2007,all,84.5
31015,NE,Boyd,20,NORTH,2007,irrigated,178.0
31015,NE,Boyd,20,NORTH,2007,non_irrigated,68.0
31015,NE,Boyd,20,NORTH,2008,all,122.0
31015,NE,Boyd,20,NORTH,2008,irrigated,195.0
31015,NE,Boyd,20,NORTH,2008,non_irrigated,109.0
31015,NE,Boyd,20,NORTH,2009,all,142.0
31015,NE,Boyd,20,NORTH,2009,irrigated,201.0
31015,NE,Boyd,20,NORTH,2009,non_irrigated,135.1
31015,NE,Boyd,20,NORTH,2010,all,140.5
31015,NE,Boyd,20,NORTH,2010,irrigated,181.2
31015,NE,Boyd,20,NORTH,2010,non_irrigated,135.9
31015,NE,Boyd,20,NORTH,2011,all,127.8
31015,NE,Boyd,20,NORTH,2011,irrigated,176.5
31015,NE,Boyd,20,NORTH,2011,non_irrigated,122.0
31015,NE,Boyd,20,NORTH,2012,all,72.2
31015,NE,Boyd,20,NORTH,2012,irrigated,192.4
31015,NE,Boyd,20,NORTH,2012,non_irrigated,26.9
31015,NE,Boyd,20,NORTH,2015,all,149.3
31015,NE,Boyd,20,NORTH,2017,all,153.0
31015,NE,Boyd,20,NORTH,2017,irrigated,206.8
31015,NE,Boyd,20,NORTH,2017,non_irrigated,144.4
31015,NE,Boyd,20,NORTH,2019,all,157.2
31015,NE,Boyd,20,NORTH,2020,all,159.5
31015,NE,Boyd,20,NORTH,2021,all,152.2
31015,NE,Boyd,20,NORTH,2022,all,90.8
31015,NE,Boyd,20,NORTH,2023,all,171.5
31015,NE,Boyd,20,NORTH,2024,all,151.2
31015,NE,Boyd,20,NORTH,2025,all,167.2
31017,NE,Brown,20,NORTH,2000,all,136.2
31017,NE,Brown,20,NORTH,2000,irrigated,149.0
31017,NE,Brown,20,NORTH,2000,non_irrigated,42.0
31017,NE,Brown,20,NORTH,2001,all,144.6
31017,NE,Brown,20,NORTH,2001,irrigated,149.0
31017,NE,Brown,20,NORTH,2001,non_irrigated,95.0
31017,NE,Brown,20,NORTH,2002,all,155.7
31017,NE,Brown,20,NORTH,2002,irrigated,157.0
31017,NE,Brown,20,NORTH,2002,non_irrigated,47.0
31017,NE,Brown,20,NORTH,2003,all,177.3
31017,NE,Brown,20,NORTH,2003,irrigated,178.0
31017,NE,Brown,20,NORTH,2004,all,170.4
31017,NE,Brown,20,NORTH,2004,irrigated,171.0
31017,NE,Brown,20,NORTH,2005,all,176.3
31017,NE,Brown,20,NORTH,2005,irrigated,177.0
31017,NE,Brown,20,NORTH,2006,all,179.4
31017,NE,Brown,20,NORTH,2006,irrigated,181.0
31017,NE,Brown,20,NORTH,2007,all,178.7
31017,NE,Brown,20,NORTH,2008,all,187.0
31017,NE,Brown,20,NORTH,2009,all,183.6
31017,NE,Brown,20,NORTH,2010,all,188.8
31017,NE,Brown,20,NORTH,2011,all,174.8
31017,NE,Brown,20,NORTH,2011,irrigated,176.1
31017,NE,Brown,20,NORTH,2011,non_irrigated,102.5
31017,NE,Brown,20,NORTH,2012,all,162.8
31017,NE,Brown,20,NORTH,2013,all,177.3
31017,NE,Brown,20,NORTH,2013,irrigated,178.3
31017,NE,Brown,20,NORTH,2013,non_irrigated,59.4
31017,NE,Brown,20,NORTH,2014,all,193.2
31017,NE,Brown,20,NORTH,2014,irrigated,195.5
31017,NE,Brown,20,NORTH,2014,non_irrigated,73.4
31017,NE,Brown,20,NORTH,2016,all,212.9
31017,NE,Brown,20,NORTH,2016,irrigated,214.3
31017,NE,Brown,20,NORTH,2016,non_irrigated,127.0
31017,NE,Brown,20,NORTH,2017,all,219.9
31017,NE,Brown,20,NORTH,2017,irrigated,220.9
31017,NE,Brown,20,NORTH,2017,non_irrigated,97.1
31017,NE,Brown,20,NORTH,2019,all,207.2
31017,NE,Brown,20,NORTH,2020,all,214.5
31017,NE,Brown,20,NORTH,2021,all,228.8
31017,NE,Brown,20,NORTH,2022,all,198.6
31017,NE,Brown,20,NORTH,2023,all,211.9
31017,NE,Brown,20,NORTH,2024,all,223.2
31019,NE,Buffalo,50,CENTRAL,2000,all,149.6
31019,NE,Buffalo,50,CENTRAL,2000,irrigated,166.0
31019,NE,Buffalo,50,CENTRAL,2000,non_irrigated,44.0
31019,NE,Buffalo,50,CENTRAL,2001,all,167.2
31019,NE,Buffalo,50,CENTRAL,2001,irrigated,184.0
31019,NE,Buffalo,50,CENTRAL,2001,non_irrigated,72.0
31019,NE,Buffalo,50,CENTRAL,2002,all,161.0
31019,NE,Buffalo,50,CENTRAL,2002,irrigated,165.0
31019,NE,Buffalo,50,CENTRAL,2002,non_irrigated,19.0
31019,NE,Buffalo,50,CENTRAL,2003,all,186.5
31019,NE,Buffalo,50,CENTRAL,2003,irrigated,202.0
31019,NE,Buffalo,50,CENTRAL,2003,non_irrigated,44.0
31019,NE,Buffalo,50,CENTRAL,2004,all,175.4
31019,NE,Buffalo,50,CENTRAL,2004,irrigated,191.0
31019,NE,Buffalo,50,CENTRAL,2004,non_irrigated,51.0
31019,NE,Buffalo,50,CENTRAL,2005,all,173.0
31019,NE,Buffalo,50,CENTRAL,2005,irrigated,191.0
31019,NE,Buffalo,50,CENTRAL,2005,non_irrigated,45.0
31019,NE,Buffalo,50,CENTRAL,2006,all,179.8
31019,NE,Buffalo,50,CENTRAL,2006,irrigated,192.0
31019,NE,Buffalo,50,CENTRAL,2006,non_irrigated,94.0
31019,NE,Buffalo,50,CENTRAL,2007,all,182.4
31019,NE,Buffalo,50,CENTRAL,2007,irrigated,191.0
31019,NE,Buffalo,50,CENTRAL,2007,non_irrigated,118.0
31019,NE,Buffalo,50,CENTRAL,2008,all,173.0
31019,NE,Buffalo,50,CENTRAL,2008,irrigated,182.0
31019,NE,Buffalo,50,CENTRAL,2008,non_irrigated,111.0
31019,NE,Buffalo,50,CENTRAL,2009,all,191.5
31019,NE,Buffalo,50,CENTRAL,2009,irrigated,201.1
31019,NE,Buffalo,50,CENTRAL,2009,non_irrigated,133.7
31019,NE,Buffalo,50,CENTRAL,2010,all,180.8
31019,NE,Buffalo,50,CENTRAL,2010,irrigated,188.7
31019,NE,Buffalo,50,CENTRAL,2010,non_irrigated,135.7
31019,NE,Buffalo,50,CENTRAL,2011,all,170.7
31019,NE,Buffalo,50,CENTRAL,2011,irrigated,178.1
31019,NE,Buffalo,50,CENTRAL,2011,non_irrigated,127.5
31019,NE,Buffalo,50,CENTRAL,2012,all,190.6
31019,NE,Buffalo,50,CENTRAL,2012,irrigated,210.3
31019,NE,Buffalo,50,CENTRAL,2012,non_irrigated,30.6
31019,NE,Buffalo,50,CENTRAL,2013,all,178.2
31019,NE,Buffalo,50,CENTRAL,2013,irrigated,197.4
31019,NE,Buffalo,50,CENTRAL,2013,non_irrigated,65.4
